FlightID,RouteID,FlightNumber,DepartureTime,ArrivalTime
F9578,R3,FL9578,2019-06-12 05:30:00,2019-06-13 04:25:00
F9579,R2,FL9579,2019-06-12 14:05:00,2019-06-12 20:45:00
F9580,R2,FL9580,2019-05-24 06:30:00,2019-05-24 12:00:00
F9581,R3,FL9581,2019-03-06 05:25:00,2019-03-07 04:25:00
F9582,R3,FL9582,2019-05-18 03:50:00,2019-05-18 19:00:00
F9583,R2,FL9583,2019-06-12 21:10:00,2019-06-13 04:40:00
F9584,R1,FL9584,2019-03-12 21:25:00,2019-03-13 11:25:00
F9585,R1,FL9585,2019-04-15 17:45:00,2019-04-15 20:45:00
F9586,R3,FL9586,2019-06-24 09:40:00,2019-06-25 04:25:00
F9587,R1,FL9587,2019-05-15 04:55:00,2019-05-15 07:45:00
F9588,R3,FL9588,2019-06-12 09:35:00,2019-06-13 04:25:00
F9589,R3,FL9589,2019-06-27 19:30:00,2019-06-28 12:34:59
F9590,R2,FL9590,2019-04-01 18:55:00,2019-04-02 16:20:00
F9591,R1,FL9591,2019-05-12 11:10:00,2019-05-12 14:05:00
F9592,R3,FL9592,2019-03-09 07:30:00,2019-03-09 19:45:00
F9593,R2,FL9593,2019-04-21 11:30:00,2019-04-21 14:05:00
F9594,R1,FL9594,2019-03-12 22:55:00,2019-03-13 13:15:00
F9595,R5,FL9595,2019-05-03 22:45:00,2019-05-04 00:15:00
F9596,R1,FL9596,2019-06-18 19:50:00,2019-06-18 22:50:00
F9597,R1,FL9597,2019-05-09 09:30:00,2019-05-09 12:20:00
F9598,R2,FL9598,2019-04-01 09:35:00,2019-04-01 12:20:00
F9599,R2,FL9599,2019-05-09 06:50:00,2019-05-09 10:30:00
F9600,R3,FL9600,2019-06-27 13:00:00,2019-06-27 19:00:00
F9601,R5,FL9601,2019-06-18 09:15:00,2019-06-18 10:45:00
F9602,R3,FL9602,2019-05-27 18:00:00,2019-05-28 19:15:00
F9603,R1,FL9603,2019-06-12 00:30:00,2019-06-12 03:25:00
F9604,R3,FL9604,2019-03-27 07:35:00,2019-03-27 12:00:00
F9605,R3,FL9605,2019-06-06 16:00:00,2019-06-06 21:00:00
F9606,R3,FL9606,2019-03-21 08:25:00,2019-03-21 15:30:00
F9607,R3,FL9607,2019-06-12 09:40:00,2019-06-13 12:35:00
F9608,R3,FL9608,2019-05-18 09:40:00,2019-05-18 19:00:00
F9609,R3,FL9609,2019-05-15 08:00:00,2019-05-15 21:00:00
F9610,R3,FL9610,2019-03-03 15:55:00,2019-03-03 21:55:00
F9611,R3,FL9611,2019-05-21 23:05:00,2019-05-23 04:25:00
F9612,R4,FL9612,2019-06-09 09:45:00,2019-06-09 12:00:00
F9613,R2,FL9613,2019-05-06 20:00:00,2019-05-07 20:45:00
F9614,R1,FL9614,2019-03-09 08:00:00,2019-03-10 10:25:00
F9615,R2,FL9615,2019-05-01 14:05:00,2019-05-02 09:20:00
F9616,R3,FL9616,2019-06-01 05:30:00,2019-06-02 04:25:00
F9617,R1,FL9617,2019-06-06 04:00:00,2019-06-06 06:50:00
F9618,R1,FL9618,2019-03-15 22:00:00,2019-03-16 13:20:00
F9619,R2,FL9619,2019-03-24 20:30:00,2019-03-25 12:30:00
F9620,R3,FL9620,2019-06-09 21:50:00,2019-06-10 12:35:00
F9621,R3,FL9621,2019-03-21 09:45:00,2019-03-21 16:10:00
F9622,R3,FL9622,2019-06-24 05:30:00,2019-06-25 04:25:00
F9623,R1,FL9623,2019-03-21 14:25:00,2019-03-21 19:25:00
F9624,R5,FL9624,2019-06-21 08:45:00,2019-06-21 10:15:00
F9625,R4,FL9625,2019-05-12 08:20:00,2019-05-12 10:35:00
F9626,R2,FL9626,2019-05-27 17:10:00,2019-05-27 19:40:00
F9627,R2,FL9627,2019-05-15 17:30:00,2019-05-16 20:25:00
F9628,R3,FL9628,2019-04-27 02:00:00,2019-04-27 07:45:00
F9629,R5,FL9629,2019-06-09 22:45:00,2019-06-10 00:15:00
F9630,R3,FL9630,2019-06-06 20:25:00,2019-06-07 01:30:00
F9631,R1,FL9631,2019-03-03 16:55:00,2019-03-03 19:45:00
F9632,R1,FL9632,2019-03-01 05:45:00,2019-03-01 21:20:00
F9633,R2,FL9633,2019-05-09 17:00:00,2019-05-10 18:00:00
F9634,R1,FL9634,2019-06-03 09:30:00,2019-06-03 12:20:00
F9635,R3,FL9635,2019-03-27 15:05:00,2019-03-28 04:25:00
F9636,R2,FL9636,2019-05-18 09:35:00,2019-05-19 14:25:00
F9637,R3,FL9637,2019-06-24 11:40:00,2019-06-24 19:00:00
F9638,R2,FL9638,2019-04-21 22:50:00,2019-04-22 01:20:00
F9639,R4,FL9639,2019-06-24 19:35:00,2019-06-24 21:55:00
F9640,R3,FL9640,2019-06-09 16:00:00,2019-06-10 01:30:00
F9641,R4,FL9641,2019-06-21 13:15:00,2019-06-21 15:35:00
F9642,R3,FL9642,2019-05-18 10:00:00,2019-05-18 19:15:00
F9643,R1,FL9643,2019-04-21 05:55:00,2019-04-21 08:35:00
F9644,R5,FL9644,2019-03-27 13:55:00,2019-03-27 15:25:00
F9645,R5,FL9645,2019-06-03 07:05:00,2019-06-03 08:30:00
F9646,R2,FL9646,2019-05-06 18:55:00,2019-05-07 08:15:00
F9647,R3,FL9647,2019-06-06 19:30:00,2019-06-07 04:24:59
F9648,R2,FL9648,2019-05-15 07:10:00,2019-05-15 18:50:00
F9649,R3,FL9649,2019-06-03 09:35:00,2019-06-04 12:35:00
F9650,R3,FL9650,2019-06-06 06:00:00,2019-06-06 19:15:00
F9651,R5,FL9651,2019-03-24 02:55:00,2019-03-24 04:25:00
F9652,R3,FL9652,2019-06-12 13:00:00,2019-06-13 01:30:00
F9653,R2,FL9653,2019-05-21 07:10:00,2019-05-21 18:50:00
F9654,R3,FL9654,2019-05-15 18:35:00,2019-05-16 01:30:00
F9655,R3,FL9655,2019-03-27 17:45:00,2019-03-28 01:35:00
F9656,R1,FL9656,2019-05-21 11:10:00,2019-05-21 14:05:00
F9657,R1,FL9657,2019-03-01 17:00:00,2019-03-02 08:50:00
F9658,R2,FL9658,2019-06-09 14:05:00,2019-06-10 04:40:00
F9659,R3,FL9659,2019-03-21 07:30:00,2019-03-21 21:00:00
F9660,R2,FL9660,2019-05-12 20:00:00,2019-05-13 04:39:59
F9661,R2,FL9661,2019-05-21 20:25:00,2019-05-22 19:10:00
F9662,R5,FL9662,2019-06-27 10:20:00,2019-06-27 11:50:00
F9663,R3,FL9663,2019-06-03 18:30:00,2019-06-04 19:15:00
F9664,R2,FL9664,2019-06-09 07:35:00,2019-06-09 23:30:00
F9665,R3,FL9665,2019-05-12 05:10:00,2019-05-12 08:00:00
F9666,R2,FL9666,2019-06-12 10:20:00,2019-06-12 17:35:00
F9667,R3,FL9667,2019-03-03 07:30:00,2019-03-03 13:20:00
F9668,R1,FL9668,2019-03-06 16:55:00,2019-03-07 08:15:00
F9669,R2,FL9669,2019-06-12 20:20:00,2019-06-13 10:45:00
F9670,R2,FL9670,2019-05-09 17:00:00,2019-05-10 14:25:00
F9671,R4,FL9671,2019-05-21 07:55:00,2019-05-21 10:15:00
F9672,R3,FL9672,2019-03-21 19:45:00,2019-03-22 04:24:59
F9673,R3,FL9673,2019-05-21 05:00:00,2019-05-22 19:15:00
F9674,R3,FL9674,2019-05-18 11:00:00,2019-05-18 14:15:00
F9675,R3,FL9675,2019-03-06 06:40:00,2019-03-06 21:20:00
F9676,R1,FL9676,2019-03-09 15:40:00,2019-03-09 20:35:00
F9677,R2,FL9677,2019-03-24 19:45:00,2019-03-25 08:10:00
F9678,R3,FL9678,2019-06-15 14:35:00,2019-06-16 12:35:00
F9679,R3,FL9679,2019-05-27 06:50:00,2019-05-27 22:30:00
F9680,R3,FL9680,2019-06-15 08:00:00,2019-06-15 21:00:00
F9681,R2,FL9681,2019-05-24 09:50:00,2019-05-25 08:55:00
F9682,R4,FL9682,2019-06-01 19:35:00,2019-06-01 21:55:00
F9683,R1,FL9683,2019-03-12 17:25:00,2019-03-13 10:14:59
F9684,R1,FL9684,2019-06-09 17:45:00,2019-06-09 20:45:00
F9685,R1,FL9685,2019-06-15 08:20:00,2019-06-15 11:20:00
F9686,R2,FL9686,2019-05-27 22:15:00,2019-05-28 00:50:00
F9687,R1,FL9687,2019-06-21 08:20:00,2019-06-21 11:20:00
F9688,R2,FL9688,2019-06-09 10:20:00,2019-06-09 12:55:00
F9689,R1,FL9689,2019-03-09 18:40:00,2019-03-10 00:45:00
F9690,R2,FL9690,2019-06-06 09:35:00,2019-06-06 19:10:00
F9691,R3,FL9691,2019-04-06 07:05:00,2019-04-06 12:35:00
F9692,R2,FL9692,2019-03-24 19:00:00,2019-03-25 11:04:59
F9693,R3,FL9693,2019-03-27 04:55:00,2019-03-27 16:10:00
F9694,R1,FL9694,2019-06-15 05:55:00,2019-06-15 08:35:00
F9695,R3,FL9695,2019-04-06 22:50:00,2019-04-07 12:35:00
F9696,R3,FL9696,2019-06-12 17:45:00,2019-06-13 01:30:00
F9697,R1,FL9697,2019-05-27 09:30:00,2019-05-27 12:20:00
F9698,R3,FL9698,2019-05-18 14:00:00,2019-05-19 12:35:00
F9699,R2,FL9699,2019-05-09 15:05:00,2019-05-09 20:20:00
F9700,R5,FL9700,2019-05-27 21:20:00,2019-05-27 22:50:00
F9701,R3,FL9701,2019-06-27 08:30:00,2019-06-27 19:00:00
F9702,R3,FL9702,2019-05-09 17:40:00,2019-05-09 23:00:00
F9703,R3,FL9703,2019-03-03 05:55:00,2019-03-04 19:15:00
F9704,R3,FL9704,2019-05-27 07:05:00,2019-05-27 22:30:00
F9705,R2,FL9705,2019-05-18 16:45:00,2019-05-19 12:30:00
F9706,R3,FL9706,2019-06-01 07:35:00,2019-06-01 22:30:00
F9707,R3,FL9707,2019-05-27 17:30:00,2019-05-28 19:00:00
F9708,R1,FL9708,2019-06-01 08:20:00,2019-06-01 11:20:00
F9709,R2,FL9709,2019-05-09 10:00:00,2019-05-10 01:20:00
F9710,R2,FL9710,2019-05-12 20:25:00,2019-05-13 21:05:00
F9711,R4,FL9711,2019-03-09 13:20:00,2019-03-09 15:35:00
F9712,R2,FL9712,2019-05-06 20:25:00,2019-05-07 18:00:00
F9713,R1,FL9713,2019-03-15 09:50:00,2019-03-15 12:35:00
F9714,R3,FL9714,2019-06-24 09:15:00,2019-06-24 21:00:00
F9715,R3,FL9715,2019-03-06 20:05:00,2019-03-07 04:25:00
F9716,R3,FL9716,2019-06-09 14:00:00,2019-06-10 01:30:00
F9717,R3,FL9717,2019-05-18 09:45:00,2019-05-19 09:25:00
F9718,R1,FL9718,2019-03-12 05:45:00,2019-03-12 21:20:00
F9719,R3,FL9719,2019-03-21 06:05:00,2019-03-22 09:25:00
F9720,R3,FL9720,2019-05-15 03:50:00,2019-05-15 19:00:00
F9721,R2,FL9721,2019-06-09 20:00:00,2019-06-10 04:39:59
F9722,R3,FL9722,2019-05-15 13:00:00,2019-05-15 21:00:00
F9723,R3,FL9723,2019-05-09 11:25:00,2019-05-10 01:30:00
F9724,R1,FL9724,2019-05-21 07:10:00,2019-05-21 10:05:00
F9725,R3,FL9725,2019-05-27 17:10:00,2019-05-28 01:30:00
F9726,R3,FL9726,2019-06-06 11:25:00,2019-06-06 19:00:00
F9727,R1,FL9727,2019-03-12 18:55:00,2019-03-13 08:15:00
F9728,R1,FL9728,2019-06-27 08:20:00,2019-06-27 11:20:00
F9729,R3,FL9729,2019-04-09 13:05:00,2019-04-10 07:40:00
F9730,R3,FL9730,2019-05-21 21:50:00,2019-05-22 19:00:00
F9731,R3,FL9731,2019-06-27 23:05:00,2019-06-28 12:35:00
F9732,R3,FL9732,2019-03-06 06:40:00,2019-03-06 19:15:00
F9733,R2,FL9733,2019-04-01 16:30:00,2019-04-02 08:15:00
F9734,R2,FL9734,2019-05-21 14:05:00,2019-05-22 08:15:00
F9735,R3,FL9735,2019-03-06 21:30:00,2019-03-07 19:15:00
F9736,R3,FL9736,2019-06-12 20:55:00,2019-06-13 19:00:00
F9737,R3,FL9737,2019-04-15 15:45:00,2019-04-15 22:05:00
F9738,R3,FL9738,2019-06-01 14:35:00,2019-06-02 12:35:00
F9739,R1,FL9739,2019-03-12 18:55:00,2019-03-13 10:25:00
F9740,R2,FL9740,2019-05-01 20:20:00,2019-05-02 20:20:00
F9741,R3,FL9741,2019-05-09 09:00:00,2019-05-10 04:25:00
F9742,R3,FL9742,2019-05-27 17:55:00,2019-05-27 22:50:00
F9743,R2,FL9743,2019-04-01 20:20:00,2019-04-02 18:50:00
F9744,R3,FL9744,2019-06-24 02:15:00,2019-06-24 19:00:00
F9745,R3,FL9745,2019-05-09 08:00:00,2019-05-10 04:25:00
F9746,R1,FL9746,2019-03-01 09:30:00,2019-03-02 12:05:00
F9747,R2,FL9747,2019-05-09 12:00:00,2019-05-10 13:15:00
F9748,R1,FL9748,2019-06-09 18:55:00,2019-06-09 21:50:00
F9749,R3,FL9749,2019-06-03 10:00:00,2019-06-03 19:00:00
F9750,R3,FL9750,2019-03-21 07:20:00,2019-03-21 12:30:00
F9751,R1,FL9751,2019-05-12 07:45:00,2019-05-12 10:40:00
F9752,R3,FL9752,2019-04-06 11:30:00,2019-04-06 19:00:00
F9753,R2,FL9753,2019-06-09 20:00:00,2019-06-10 20:45:00
F9754,R1,FL9754,2019-06-01 00:25:00,2019-06-01 03:15:00
F9755,R2,FL9755,2019-03-24 16:55:00,2019-03-25 09:14:59
F9756,R1,FL9756,2019-03-12 08:50:00,2019-03-12 23:25:00
F9757,R1,FL9757,2019-03-12 07:00:00,2019-03-12 21:20:00
F9758,R1,FL9758,2019-03-09 20:30:00,2019-03-09 23:20:00
F9759,R3,FL9759,2019-06-27 23:05:00,2019-06-28 12:35:00
F9760,R1,FL9760,2019-04-15 13:00:00,2019-04-15 15:50:00
F9761,R2,FL9761,2019-06-27 06:55:00,2019-06-27 09:30:00
F9762,R4,FL9762,2019-06-09 17:45:00,2019-06-09 20:05:00
F9763,R2,FL9763,2019-04-03 04:40:00,2019-04-03 07:15:00
F9764,R3,FL9764,2019-05-27 06:00:00,2019-05-27 09:10:00
F9765,R2,FL9765,2019-05-09 17:00:00,2019-05-10 18:00:00
F9766,R3,FL9766,2019-06-24 07:55:00,2019-06-24 22:25:00
F9767,R3,FL9767,2019-03-09 20:30:00,2019-03-10 01:35:00
F9768,R3,FL9768,2019-06-01 17:00:00,2019-06-02 19:15:00
F9769,R3,FL9769,2019-05-27 12:50:00,2019-05-27 20:59:59
F9770,R5,FL9770,2019-06-06 02:55:00,2019-06-06 04:20:00
F9771,R1,FL9771,2019-03-15 10:30:00,2019-03-16 11:20:00
F9772,R3,FL9772,2019-05-21 15:00:00,2019-05-22 19:00:00
F9773,R2,FL9773,2019-06-06 09:35:00,2019-06-06 17:59:59
F9774,R2,FL9774,2019-05-06 16:30:00,2019-05-06 23:35:00
F9775,R1,FL9775,2019-03-15 19:35:00,2019-03-16 00:35:00
F9776,R4,FL9776,2019-06-03 13:15:00,2019-06-03 15:35:00
F9777,R2,FL9777,2019-05-01 09:25:00,2019-05-02 13:45:00
F9778,R3,FL9778,2019-03-09 06:50:00,2019-03-09 21:00:00
F9779,R3,FL9779,2019-03-27 14:35:00,2019-03-27 22:20:00
F9780,R3,FL9780,2019-06-03 07:00:00,2019-06-03 21:00:00
F9781,R2,FL9781,2019-05-01 17:00:00,2019-05-02 18:00:00
F9782,R2,FL9782,2019-06-09 09:35:00,2019-06-09 21:05:00
F9783,R3,FL9783,2019-04-27 07:35:00,2019-04-27 12:10:00
F9784,R1,FL9784,2019-03-24 11:10:00,2019-03-24 13:55:00
F9785,R3,FL9785,2019-06-01 09:00:00,2019-06-01 19:15:00
F9786,R3,FL9786,2019-05-27 10:20:00,2019-05-28 01:30:00
F9787,R2,FL9787,2019-04-01 16:30:00,2019-04-02 04:40:00
F9788,R3,FL9788,2019-06-12 15:00:00,2019-06-13 12:35:00
F9789,R2,FL9789,2019-06-06 17:00:00,2019-06-07 18:50:00
F9790,R1,FL9790,2019-03-09 05:50:00,2019-03-09 12:20:00
F9791,R3,FL9791,2019-06-12 06:00:00,2019-06-12 12:35:00
F9792,R3,FL9792,2019-05-15 10:35:00,2019-05-15 19:35:00
F9793,R1,FL9793,2019-05-24 18:55:00,2019-05-24 21:50:00
F9794,R1,FL9794,2019-06-24 19:50:00,2019-06-24 22:50:00
F9795,R3,FL9795,2019-06-01 09:40:00,2019-06-02 04:25:00
F9796,R2,FL9796,2019-05-24 16:30:00,2019-05-24 22:35:00
F9797,R3,FL9797,2019-06-27 08:00:00,2019-06-27 21:00:00
F9798,R3,FL9798,2019-06-27 07:05:00,2019-06-27 16:10:00
F9799,R4,FL9799,2019-05-06 17:45:00,2019-05-06 20:05:00
F9800,R2,FL9800,2019-06-27 17:10:00,2019-06-27 19:40:00
F9801,R3,FL9801,2019-06-27 14:25:00,2019-06-27 19:35:00
F9802,R3,FL9802,2019-06-27 05:30:00,2019-06-27 12:35:00
F9803,R5,FL9803,2019-06-12 19:30:00,2019-06-12 20:45:00
F9804,R1,FL9804,2019-03-18 21:05:00,2019-03-18 23:55:00
F9805,R3,FL9805,2019-03-27 04:55:00,2019-03-27 12:00:00
F9806,R2,FL9806,2019-05-09 20:25:00,2019-05-10 10:55:00
F9807,R2,FL9807,2019-05-09 14:30:00,2019-05-10 08:55:00
F9808,R3,FL9808,2019-06-24 07:30:00,2019-06-24 21:00:00
F9809,R3,FL9809,2019-06-24 12:55:00,2019-06-25 19:15:00
F9810,R3,FL9810,2019-05-18 13:25:00,2019-05-19 19:00:00
F9811,R3,FL9811,2019-06-03 06:00:00,2019-06-03 12:35:00
F9812,R2,FL9812,2019-05-24 09:50:00,2019-05-25 12:30:00
F9813,R2,FL9813,2019-05-21 16:30:00,2019-05-21 22:35:00
F9814,R3,FL9814,2019-06-01 11:25:00,2019-06-02 01:30:00
F9815,R2,FL9815,2019-05-09 17:10:00,2019-05-09 19:40:00
F9816,R3,FL9816,2019-06-15 11:30:00,2019-06-15 19:00:00
F9817,R3,FL9817,2019-06-09 04:55:00,2019-06-09 20:59:59
F9818,R1,FL9818,2019-06-09 11:10:00,2019-06-09 14:05:00
F9819,R3,FL9819,2019-03-27 06:05:00,2019-03-28 09:25:00
F9820,R2,FL9820,2019-05-01 08:25:00,2019-05-02 04:40:00
F9821,R3,FL9821,2019-03-09 15:00:00,2019-03-10 01:35:00
F9822,R3,FL9822,2019-05-09 16:10:00,2019-05-09 22:30:00
F9823,R2,FL9823,2019-05-09 06:20:00,2019-05-09 10:20:00
F9824,R1,FL9824,2019-04-06 17:00:00,2019-04-06 19:45:00
F9825,R2,FL9825,2019-05-27 22:20:00,2019-05-28 00:40:00
F9826,R1,FL9826,2019-03-03 20:55:00,2019-03-03 23:50:00
F9827,R3,FL9827,2019-05-15 11:30:00,2019-05-15 21:00:00
F9828,R3,FL9828,2019-03-27 09:10:00,2019-03-27 15:30:00
F9829,R1,FL9829,2019-04-24 21:10:00,2019-04-25 00:05:00
F9830,R3,FL9830,2019-04-15 07:35:00,2019-04-15 16:10:00
F9831,R1,FL9831,2019-05-06 17:45:00,2019-05-06 20:45:00
F9832,R3,FL9832,2019-06-24 16:45:00,2019-06-25 06:35:00
F9833,R2,FL9833,2019-03-24 21:10:00,2019-03-25 18:10:00
F9834,R5,FL9834,2019-03-06 12:00:00,2019-03-07 12:25:00
F9835,R3,FL9835,2019-06-09 20:15:00,2019-06-10 19:15:00
F9836,R2,FL9836,2019-04-01 17:00:00,2019-04-02 20:20:00
F9837,R2,FL9837,2019-05-15 18:05:00,2019-05-15 23:30:00
F9838,R2,FL9838,2019-04-27 09:00:00,2019-04-27 11:25:00
F9839,R2,FL9839,2019-06-06 19:00:00,2019-06-07 11:04:59
F9840,R2,FL9840,2019-05-15 09:35:00,2019-05-15 21:05:00
F9841,R2,FL9841,2019-06-12 09:35:00,2019-06-13 09:45:00
F9842,R2,FL9842,2019-06-06 17:00:00,2019-06-07 10:55:00
F9843,R2,FL9843,2019-03-24 13:55:00,2019-03-24 19:40:00
F9844,R1,FL9844,2019-03-24 21:20:00,2019-03-25 00:15:00
F9845,R3,FL9845,2019-05-18 11:30:00,2019-05-19 12:35:00
F9846,R3,FL9846,2019-03-03 13:05:00,2019-03-03 21:20:00
F9847,R4,FL9847,2019-05-15 22:05:00,2019-05-16 00:25:00
F9848,R1,FL9848,2019-03-01 08:50:00,2019-03-02 23:55:00
F9849,R3,FL9849,2019-06-06 14:00:00,2019-06-06 19:00:00
F9850,R1,FL9850,2019-03-09 22:20:00,2019-03-10 01:10:00
F9851,R1,FL9851,2019-04-01 13:20:00,2019-04-01 16:10:00
F9852,R5,FL9852,2019-03-12 19:45:00,2019-03-13 19:55:00
F9853,R1,FL9853,2019-04-06 10:30:00,2019-04-06 13:20:00
F9854,R3,FL9854,2019-05-27 09:00:00,2019-05-27 21:00:00
F9855,R1,FL9855,2019-05-27 11:10:00,2019-05-27 13:55:00
F9856,R3,FL9856,2019-03-06 19:45:00,2019-03-07 19:15:00
F9857,R3,FL9857,2019-05-18 06:00:00,2019-05-18 21:00:00
F9858,R2,FL9858,2019-05-15 04:40:00,2019-05-15 07:15:00
F9859,R1,FL9859,2019-03-12 20:35:00,2019-03-13 18:25:00
F9860,R1,FL9860,2019-04-18 11:10:00,2019-04-18 14:05:00
F9861,R4,FL9861,2019-03-03 08:20:00,2019-03-03 10:35:00
F9862,R2,FL9862,2019-04-01 20:00:00,2019-04-02 18:15:00
F9863,R3,FL9863,2019-04-03 08:45:00,2019-04-03 13:15:00
F9864,R4,FL9864,2019-05-12 09:45:00,2019-05-12 12:00:00
F9865,R2,FL9865,2019-05-21 20:25:00,2019-05-22 18:00:00
F9866,R2,FL9866,2019-03-24 06:30:00,2019-03-24 22:34:59
F9867,R2,FL9867,2019-05-24 21:10:00,2019-05-25 12:00:00
F9868,R3,FL9868,2019-05-27 11:30:00,2019-05-28 04:25:00
F9869,R3,FL9869,2019-06-03 12:00:00,2019-06-03 19:15:00
F9870,R2,FL9870,2019-06-12 16:30:00,2019-06-13 12:00:00
F9871,R2,FL9871,2019-03-06 17:15:00,2019-03-06 19:45:00
F9872,R3,FL9872,2019-03-21 14:00:00,2019-03-21 21:00:00
F9873,R3,FL9873,2019-06-12 09:15:00,2019-06-12 19:00:00
F9874,R1,FL9874,2019-03-12 20:35:00,2019-03-13 20:20:00
F9875,R3,FL9875,2019-06-15 10:20:00,2019-06-15 18:59:59
F9876,R2,FL9876,2019-05-09 18:55:00,2019-05-10 09:20:00
F9877,R1,FL9877,2019-03-06 08:55:00,2019-03-06 16:10:00
F9878,R3,FL9878,2019-06-27 11:40:00,2019-06-28 01:30:00
F9879,R3,FL9879,2019-06-01 12:50:00,2019-06-01 19:15:00
F9880,R1,FL9880,2019-04-09 19:50:00,2019-04-09 22:50:00
F9881,R3,FL9881,2019-04-09 08:30:00,2019-04-09 19:00:00
F9882,R1,FL9882,2019-03-06 08:15:00,2019-03-06 22:55:00
F9883,R1,FL9883,2019-05-09 11:10:00,2019-05-09 13:55:00
F9884,R3,FL9884,2019-06-15 14:00:00,2019-06-16 04:25:00
F9885,R2,FL9885,2019-05-24 05:50:00,2019-05-24 20:25:00
F9886,R3,FL9886,2019-06-01 19:15:00,2019-06-02 04:25:00
F9887,R3,FL9887,2019-06-03 22:00:00,2019-06-04 19:15:00
F9888,R1,FL9888,2019-03-15 14:05:00,2019-03-16 08:15:00
F9889,R2,FL9889,2019-05-18 10:20:00,2019-05-18 12:55:00
F9890,R3,FL9890,2019-06-01 15:00:00,2019-06-02 04:25:00
F9891,R3,FL9891,2019-03-06 16:40:00,2019-03-07 19:15:00
F9892,R3,FL9892,2019-06-03 10:55:00,2019-06-03 19:15:00
F9893,R5,FL9893,2019-06-12 21:20:00,2019-06-12 22:50:00
F9894,R3,FL9894,2019-05-06 07:30:00,2019-05-06 19:00:00
F9895,R3,FL9895,2019-05-18 11:00:00,2019-05-18 14:15:00
F9896,R3,FL9896,2019-05-27 09:00:00,2019-05-27 21:00:00
F9897,R5,FL9897,2019-06-18 22:45:00,2019-06-19 00:15:00
F9898,R3,FL9898,2019-04-27 05:05:00,2019-04-27 16:10:00
F9899,R5,FL9899,2019-06-03 02:55:00,2019-06-03 04:20:00
F9900,R2,FL9900,2019-05-09 11:35:00,2019-05-09 18:50:00
F9901,R1,FL9901,2019-05-18 04:55:00,2019-05-18 07:45:00
F9902,R2,FL9902,2019-05-24 20:20:00,2019-05-25 20:20:00
F9903,R3,FL9903,2019-06-24 05:15:00,2019-06-25 06:50:00
F9904,R5,FL9904,2019-05-03 20:05:00,2019-05-03 21:40:00
F9905,R1,FL9905,2019-06-21 21:10:00,2019-06-22 00:05:00
F9906,R3,FL9906,2019-06-12 09:40:00,2019-06-13 04:25:00
F9907,R1,FL9907,2019-03-03 09:30:00,2019-03-03 16:20:00
F9908,R1,FL9908,2019-04-01 20:55:00,2019-04-01 23:40:00
F9909,R3,FL9909,2019-05-27 06:50:00,2019-05-27 16:10:00
F9910,R3,FL9910,2019-06-24 13:00:00,2019-06-25 01:30:00
F9911,R2,FL9911,2019-06-12 21:00:00,2019-06-13 02:15:00
F9912,R1,FL9912,2019-05-09 07:10:00,2019-05-09 10:10:00
F9913,R2,FL9913,2019-04-01 10:00:00,2019-04-02 01:20:00
F9914,R3,FL9914,2019-06-12 07:10:00,2019-06-13 07:40:00
F9915,R4,FL9915,2019-06-09 05:15:00,2019-06-09 07:40:00
F9916,R2,FL9916,2019-06-12 20:00:00,2019-06-13 09:20:00
F9917,R3,FL9917,2019-06-24 14:35:00,2019-06-25 04:25:00
F9918,R2,FL9918,2019-05-24 16:40:00,2019-05-25 00:15:00
F9919,R2,FL9919,2019-05-15 06:30:00,2019-05-15 19:50:00
F9920,R3,FL9920,2019-06-27 17:10:00,2019-06-28 01:30:00
F9921,R3,FL9921,2019-05-09 19:30:00,2019-05-10 04:24:59
F9922,R3,FL9922,2019-05-01 19:10:00,2019-05-02 19:00:00
F9923,R2,FL9923,2019-06-09 09:25:00,2019-06-09 18:30:00
F9924,R1,FL9924,2019-03-09 08:55:00,2019-03-10 11:25:00
F9925,R5,FL9925,2019-06-09 10:20:00,2019-06-09 11:50:00
F9926,R3,FL9926,2019-03-21 18:15:00,2019-03-22 04:25:00
F9927,R4,FL9927,2019-03-27 11:35:00,2019-03-27 14:00:00
F9928,R3,FL9928,2019-05-09 14:00:00,2019-05-10 12:35:00
F9929,R5,FL9929,2019-03-18 09:10:00,2019-03-18 10:40:00
F9930,R1,FL9930,2019-03-15 16:55:00,2019-03-16 00:45:00
F9931,R2,FL9931,2019-06-27 14:15:00,2019-06-27 16:45:00
F9932,R3,FL9932,2019-06-15 14:40:00,2019-06-15 17:50:00
F9933,R5,FL9933,2019-04-01 19:30:00,2019-04-01 20:45:00
F9934,R5,FL9934,2019-04-03 02:35:00,2019-04-03 04:05:00
F9935,R4,FL9935,2019-06-27 07:55:00,2019-06-27 10:15:00
F9936,R4,FL9936,2019-05-06 05:15:00,2019-05-06 07:40:00
F9937,R2,FL9937,2019-05-01 06:30:00,2019-05-02 08:15:00
F9938,R3,FL9938,2019-03-06 07:05:00,2019-03-07 09:25:00
F9939,R3,FL9939,2019-05-27 15:00:00,2019-05-28 19:00:00
F9940,R1,FL9940,2019-04-15 07:45:00,2019-04-15 10:40:00
F9941,R5,FL9941,2019-03-24 13:10:00,2019-03-24 14:30:00
F9942,R1,FL9942,2019-03-12 08:50:00,2019-03-13 10:15:00
F9943,R2,FL9943,2019-06-12 05:50:00,2019-06-13 08:55:00
F9944,R2,FL9944,2019-06-24 11:30:00,2019-06-24 14:05:00
