FlightID,BookingDate,TravelDate,FareAmount
F8921,2019-03-10,2019-03-27,12242
F8922,2019-04-24,2019-05-24,6327
F8923,2019-04-26,2019-05-24,3543
F8924,2019-05-09,2019-06-03,15058
F8925,2019-02-28,2019-03-12,11087
F8926,2019-04-18,2019-05-09,13941
F8927,2019-05-29,2019-06-01,7317
F8928,2019-05-08,2019-05-09,15129
F8929,2019-05-14,2019-05-24,9663
F8930,2019-04-04,2019-04-24,5065
F8931,2019-06-09,2019-06-27,8907
F8932,2019-02-23,2019-03-21,4148
F8933,2019-05-17,2019-06-09,13587
F8934,2019-05-31,2019-06-06,10262
F8935,2019-03-17,2019-03-18,12284
F8936,2019-04-18,2019-05-15,14781
F8937,2019-04-22,2019-05-18,9663
F8938,2019-02-01,2019-03-01,19685
F8939,2019-04-18,2019-05-12,10203
F8940,2019-05-04,2019-05-15,13941
F8941,2019-02-21,2019-03-01,25703
F8942,2019-05-31,2019-06-09,10262
F8943,2019-04-10,2019-05-01,3543
F8944,2019-03-24,2019-04-06,3841
F8945,2019-04-27,2019-05-18,15554
F8946,2019-05-15,2019-05-24,10844
F8947,2019-06-04,2019-06-12,12692
F8948,2019-05-23,2019-06-09,3210
F8949,2019-05-14,2019-05-15,9601
F8950,2019-05-22,2019-06-15,13377
F8951,2019-03-08,2019-03-24,11134
F8952,2019-03-01,2019-03-27,8055
F8953,2019-03-12,2019-03-27,12242
F8954,2019-02-10,2019-03-09,8425
F8955,2019-06-01,2019-06-15,2753
F8956,2019-05-02,2019-05-27,3311
F8957,2019-06-06,2019-06-12,4226
F8958,2019-02-15,2019-03-01,26890
F8959,2019-06-19,2019-06-24,12524
F8960,2019-03-01,2019-03-21,3847
F8961,2019-03-11,2019-04-01,12681
F8962,2019-05-15,2019-06-06,13882
F8963,2019-04-30,2019-05-18,15129
F8964,2019-05-23,2019-06-06,10844
F8965,2019-03-01,2019-03-12,12547
F8966,2019-06-02,2019-06-09,14178
F8967,2019-02-11,2019-03-03,14871
F8968,2019-05-25,2019-06-09,10368
F8969,2019-02-21,2019-03-06,15078
F8970,2019-05-01,2019-05-21,4804
F8971,2019-05-02,2019-05-09,3873
F8972,2019-06-07,2019-06-24,3841
F8973,2019-05-18,2019-06-01,5457
F8974,2019-05-07,2019-05-12,14781
F8975,2019-03-06,2019-03-09,15764
F8976,2019-05-27,2019-06-12,4668
F8977,2019-06-23,2019-06-24,9564
F8978,2019-04-25,2019-05-15,7191
F8979,2019-02-21,2019-03-06,15764
F8980,2019-04-20,2019-05-06,14388
F8981,2019-03-11,2019-03-27,6540
F8982,2019-06-16,2019-06-24,3625
F8983,2019-04-29,2019-05-09,8266
F8984,2019-04-27,2019-05-18,10944
F8985,2019-03-16,2019-03-27,5073
F8986,2019-02-22,2019-03-15,9134
F8987,2019-05-19,2019-06-12,8085
F8988,2019-02-18,2019-03-06,22270
F8989,2019-03-26,2019-04-01,9836
F8990,2019-02-02,2019-03-03,14871
F8991,2019-02-22,2019-03-12,23528
F8992,2019-05-09,2019-06-06,8016
F8993,2019-02-23,2019-03-18,12284
F8994,2019-05-19,2019-06-12,7005
F8995,2019-05-04,2019-06-03,4804
F8996,2019-02-28,2019-03-27,6827
F8997,2019-04-19,2019-05-12,3100
F8998,2019-02-16,2019-03-15,2759
F8999,2019-04-30,2019-05-09,13067
F9000,2019-03-29,2019-04-15,3898
F9001,2019-06-01,2019-06-12,10368
F9002,2019-03-13,2019-03-18,4273
F9003,2019-05-22,2019-05-24,3311
F9004,2019-03-03,2019-03-06,15136
F9005,2019-03-21,2019-04-09,6601
F9006,2019-05-11,2019-05-24,8452
F9007,2019-04-26,2019-05-01,9314
F9008,2019-05-22,2019-06-01,6386
F9009,2019-06-07,2019-06-24,13377
F9010,2019-02-20,2019-03-03,5678
F9011,2019-05-04,2019-05-18,4483
F9012,2019-04-28,2019-05-27,12898
F9013,2019-02-10,2019-03-03,7648
F9014,2019-05-24,2019-06-09,14571
F9015,2019-06-25,2019-06-27,4049
F9016,2019-02-24,2019-03-18,11728
F9017,2019-03-23,2019-04-18,3873
F9018,2019-05-07,2019-05-09,7480
F9019,2019-06-16,2019-06-21,8541
F9020,2019-02-11,2019-03-01,31825
F9021,2019-05-12,2019-06-01,3597
F9022,2019-03-03,2019-03-12,13817
F9023,2019-05-23,2019-05-24,14571
F9024,2019-06-14,2019-06-15,6853
F9025,2019-05-03,2019-05-27,16704
F9026,2019-05-12,2019-05-27,3573
F9027,2019-04-28,2019-05-15,9345
F9028,2019-06-07,2019-06-15,13014
F9029,2019-05-27,2019-06-12,13797
F9030,2019-02-26,2019-03-03,12358
F9031,2019-02-15,2019-03-09,14086
F9032,2019-04-12,2019-05-03,3597
F9033,2019-05-03,2019-05-24,13731
F9034,2019-05-06,2019-05-21,12898
F9035,2019-05-15,2019-06-06,14714
F9036,2019-04-03,2019-04-12,5403
F9037,2019-06-13,2019-06-24,5769
F9038,2019-03-09,2019-03-24,5620
F9039,2019-05-26,2019-06-18,5000
F9040,2019-02-26,2019-03-21,10703
F9041,2019-05-15,2019-05-18,13727
F9042,2019-05-03,2019-05-12,14388
F9043,2019-05-11,2019-06-06,13033
F9044,2019-02-07,2019-03-01,22270
F9045,2019-05-19,2019-05-27,6769
F9046,2019-05-19,2019-05-24,5192
F9047,2019-05-14,2019-05-24,4995
F9048,2019-02-13,2019-03-01,8580
F9049,2019-05-29,2019-06-15,7480
F9050,2019-04-09,2019-04-27,5198
F9051,2019-06-04,2019-06-06,10368
F9052,2019-04-14,2019-05-06,8040
F9053,2019-02-07,2019-03-09,18909
F9054,2019-03-05,2019-04-01,12849
F9055,2019-02-11,2019-03-01,22798
F9056,2019-05-24,2019-06-06,14571
F9057,2019-02-05,2019-03-06,13502
F9058,2019-03-06,2019-03-27,3332
F9059,2019-06-05,2019-06-06,7354
F9060,2019-04-17,2019-05-15,8073
F9061,2019-03-05,2019-03-21,4049
F9062,2019-02-21,2019-03-09,15029
F9063,2019-06-05,2019-06-24,10975
F9064,2019-05-26,2019-06-01,7038
F9065,2019-04-28,2019-05-09,15554
F9066,2019-06-02,2019-06-12,5228
F9067,2019-05-20,2019-06-01,5636
F9068,2019-06-23,2019-06-27,9653
F9069,2019-05-20,2019-05-24,8586
F9070,2019-04-26,2019-05-21,2017
F9071,2019-05-02,2019-05-24,9345
F9072,2019-03-16,2019-03-21,9270
F9073,2019-05-19,2019-06-03,13292
F9074,2019-03-08,2019-03-27,8098
F9075,2019-05-13,2019-06-06,7952
F9076,2019-05-21,2019-06-12,5883
F9077,2019-05-12,2019-06-06,8016
F9078,2019-05-10,2019-05-18,4174
F9079,2019-05-10,2019-06-03,10696
F9080,2019-05-24,2019-06-12,4878
F9081,2019-03-18,2019-04-01,3971
F9082,2019-05-17,2019-06-03,7198
F9083,2019-04-25,2019-05-06,9314
F9084,2019-04-30,2019-05-01,4423
F9085,2019-04-02,2019-04-06,3841
F9086,2019-02-26,2019-03-27,7154
F9087,2019-05-27,2019-06-15,9929
F9088,2019-04-22,2019-05-09,8266
F9089,2019-05-24,2019-06-12,10877
F9090,2019-06-09,2019-06-24,4804
F9091,2019-05-21,2019-06-15,13587
F9092,2019-02-11,2019-03-06,13611
F9093,2019-05-28,2019-06-06,6628
F9094,2019-05-26,2019-06-12,5601
F9095,2019-04-12,2019-04-15,5583
F9096,2019-04-26,2019-05-21,3943
F9097,2019-02-26,2019-03-24,4777
F9098,2019-04-19,2019-05-12,9663
F9099,2019-05-02,2019-06-01,10368
F9100,2019-05-16,2019-06-15,5883
F9101,2019-04-03,2019-04-27,4804
F9102,2019-02-02,2019-03-03,13383
F9103,2019-05-12,2019-06-01,9646
F9104,2019-04-08,2019-05-01,11467
F9105,2019-04-19,2019-05-12,5192
F9106,2019-05-31,2019-06-12,13376
F9107,2019-02-18,2019-03-03,6477
F9108,2019-05-01,2019-05-18,13727
F9109,2019-05-03,2019-05-18,9555
F9110,2019-06-07,2019-06-24,12819
F9111,2019-02-14,2019-03-06,12395
F9112,2019-06-02,2019-06-15,10262
F9113,2019-04-22,2019-05-21,14781
F9114,2019-04-21,2019-05-12,5678
F9115,2019-04-22,2019-05-15,7804
F9116,2019-06-09,2019-06-27,10262
F9117,2019-04-28,2019-05-18,5198
F9118,2019-04-27,2019-05-03,4049
F9119,2019-06-12,2019-06-15,3383
F9120,2019-05-21,2019-05-27,7174
F9121,2019-04-16,2019-05-15,8907
F9122,2019-05-19,2019-06-01,13014
F9123,2019-04-28,2019-05-06,13584
F9124,2019-04-24,2019-05-15,4107
F9125,2019-03-10,2019-03-15,2071
F9126,2019-04-22,2019-05-09,12373
F9127,2019-03-08,2019-03-12,13303
F9128,2019-05-30,2019-06-12,8529
F9129,2019-05-29,2019-06-06,14571
F9130,2019-05-26,2019-05-27,15129
F9131,2019-06-01,2019-06-09,8016
F9132,2019-05-26,2019-06-06,4804
F9133,2019-02-16,2019-03-09,5118
F9134,2019-04-28,2019-05-18,9663
F9135,2019-05-30,2019-06-09,12723
F9136,2019-04-29,2019-05-12,3419
F9137,2019-02-15,2019-03-12,11087
F9138,2019-03-29,2019-04-12,4174
F9139,2019-05-27,2019-06-09,10262
F9140,2019-05-30,2019-06-15,12609
F9141,2019-05-19,2019-06-03,4668
F9142,2019-05-06,2019-05-24,1965
F9143,2019-05-08,2019-06-01,4049
F9144,2019-03-18,2019-04-12,5195
F9145,2019-05-12,2019-05-18,4804
F9146,2019-02-16,2019-03-03,7648
F9147,2019-04-08,2019-05-03,3850
F9148,2019-04-09,2019-04-15,6121
F9149,2019-06-13,2019-06-18,3540
F9150,2019-03-07,2019-03-15,9134
F9151,2019-05-29,2019-06-06,10844
F9152,2019-05-04,2019-06-03,5277
F9153,2019-03-29,2019-04-06,5073
F9154,2019-06-13,2019-06-24,3841
F9155,2019-06-01,2019-06-03,10877
F9156,2019-02-25,2019-03-27,5406
F9157,2019-05-15,2019-06-09,14151
F9158,2019-05-07,2019-06-03,14237
F9159,2019-06-05,2019-06-24,2754
F9160,2019-04-26,2019-05-18,11306
F9161,2019-04-19,2019-05-01,5192
F9162,2019-05-25,2019-06-12,3687
F9163,2019-05-27,2019-06-03,12192
F9164,2019-05-12,2019-05-27,12898
F9165,2019-05-24,2019-06-09,14924
F9166,2019-04-26,2019-05-24,8479
F9167,2019-05-05,2019-05-27,6943
F9168,2019-06-11,2019-06-27,7354
F9169,2019-05-25,2019-06-06,12192
F9170,2019-04-07,2019-05-03,3943
F9171,2019-04-16,2019-05-06,15129
F9172,2019-04-01,2019-04-09,5403
F9173,2019-06-04,2019-06-27,13882
F9174,2019-02-23,2019-03-21,5678
F9175,2019-04-17,2019-04-27,5403
F9176,2019-06-07,2019-06-27,4878
F9177,2019-03-13,2019-03-27,6494
F9178,2019-03-14,2019-03-24,4777
F9179,2019-05-07,2019-06-06,3625
F9180,2019-03-14,2019-04-01,9258
F9181,2019-05-24,2019-06-06,10262
F9182,2019-02-11,2019-03-01,17686
F9183,2019-03-23,2019-04-03,4174
F9184,2019-05-16,2019-05-21,7485
F9185,2019-05-12,2019-05-18,11222
F9186,2019-04-07,2019-05-01,12121
F9187,2019-05-19,2019-05-21,10697
F9188,2019-04-18,2019-05-09,12373
F9189,2019-04-23,2019-05-21,6381
F9190,2019-03-05,2019-03-06,17072
F9191,2019-06-02,2019-06-09,10368
F9192,2019-04-27,2019-05-24,4823
F9193,2019-02-27,2019-03-03,27282
F9194,2019-06-11,2019-06-12,2227
F9195,2019-02-26,2019-03-09,4545
F9196,2019-03-09,2019-03-21,4148
F9197,2019-02-22,2019-03-12,4148
F9198,2019-02-19,2019-03-21,7642
F9199,2019-05-15,2019-06-03,10262
F9200,2019-04-29,2019-05-24,4030
F9201,2019-06-21,2019-06-27,5000
F9202,2019-05-23,2019-06-09,5264
F9203,2019-05-20,2019-06-01,7229
F9204,2019-05-11,2019-06-03,10577
F9205,2019-05-17,2019-05-24,12723
F9206,2019-05-20,2019-06-01,14714
F9207,2019-02-27,2019-03-21,7438
F9208,2019-05-05,2019-05-15,10203
F9209,2019-03-24,2019-03-27,3782
F9210,2019-05-31,2019-06-12,13014
F9211,2019-04-20,2019-05-15,8073
F9212,2019-04-12,2019-05-09,4804
F9213,2019-04-23,2019-05-09,4864
F9214,2019-03-04,2019-03-06,15135
F9215,2019-05-12,2019-06-06,8366
F9216,2019-05-19,2019-06-09,13292
F9217,2019-05-20,2019-06-15,7171
F9218,2019-04-28,2019-05-06,12121
F9219,2019-05-23,2019-06-12,11753
F9220,2019-02-02,2019-03-01,8064
F9221,2019-05-18,2019-06-06,10262
F9222,2019-04-20,2019-05-03,5277
F9223,2019-06-03,2019-06-09,8016
F9224,2019-03-07,2019-03-12,11342
F9225,2019-05-29,2019-06-12,7594
F9226,2019-05-28,2019-06-03,4483
F9227,2019-04-18,2019-05-18,16263
F9228,2019-04-26,2019-05-12,13243
F9229,2019-05-25,2019-06-12,6478
F9230,2019-02-12,2019-03-06,15764
F9231,2019-04-02,2019-04-03,4647
F9232,2019-05-04,2019-06-03,8016
F9233,2019-05-15,2019-06-12,4145
F9234,2019-03-25,2019-03-27,8055
F9235,2019-04-23,2019-05-18,12409
F9236,2019-03-10,2019-03-24,6038
F9237,2019-05-14,2019-05-21,4107
F9238,2019-05-11,2019-05-21,11911
F9239,2019-02-14,2019-03-01,25735
F9240,2019-05-23,2019-06-06,11458
F9241,2019-04-07,2019-04-24,6152
F9242,2019-05-26,2019-06-09,10844
F9243,2019-05-15,2019-05-24,11982
F9244,2019-04-11,2019-05-09,13941
F9245,2019-03-20,2019-03-27,6938
F9246,2019-06-20,2019-06-27,15339
F9247,2019-02-05,2019-03-03,20064
F9248,2019-06-06,2019-06-15,6093
F9249,2019-03-19,2019-03-21,10885
F9250,2019-05-13,2019-06-01,8907
F9251,2019-04-08,2019-05-06,9663
F9252,2019-03-30,2019-04-27,7160
F9253,2019-02-20,2019-03-21,11269
F9254,2019-03-05,2019-04-01,5678
F9255,2019-05-05,2019-05-27,5678
F9256,2019-05-13,2019-06-06,8907
F9257,2019-05-28,2019-06-27,3210
F9258,2019-05-06,2019-05-15,6961
F9259,2019-02-07,2019-03-06,14815
F9260,2019-04-18,2019-05-06,11467
F9261,2019-05-31,2019-06-15,10919
F9262,2019-05-31,2019-06-03,9069
F9263,2019-04-19,2019-05-01,4649
F9264,2019-05-21,2019-06-03,4823
F9265,2019-04-21,2019-05-21,6528
F9266,2019-02-14,2019-03-06,22270
F9267,2019-02-07,2019-03-09,15654
F9268,2019-03-05,2019-04-01,7770
F9269,2019-04-22,2019-05-03,4804
F9270,2019-06-01,2019-06-15,10368
F9271,2019-02-02,2019-03-03,7673
F9272,2019-04-09,2019-04-21,6015
F9273,2019-04-22,2019-04-24,4804
F9274,2019-04-26,2019-05-15,13941
F9275,2019-05-04,2019-05-09,5162
F9276,2019-02-22,2019-03-09,10657
F9277,2019-04-11,2019-05-09,14781
F9278,2019-03-29,2019-04-03,2754
F9279,2019-03-03,2019-03-12,11474
F9280,2019-05-05,2019-05-18,7757
F9281,2019-03-11,2019-04-03,2228
F9282,2019-02-23,2019-03-15,10405
F9283,2019-05-28,2019-06-27,3419
F9284,2019-05-21,2019-06-09,10262
F9285,2019-05-13,2019-06-09,3100
F9286,2019-02-09,2019-03-09,11848
F9287,2019-04-05,2019-04-09,5683
F9288,2019-04-27,2019-05-09,9663
F9289,2019-04-14,2019-04-24,4544
F9290,2019-04-29,2019-05-27,4050
F9291,2019-04-14,2019-05-09,9187
F9292,2019-03-18,2019-04-01,8452
F9293,2019-05-05,2019-05-18,11668
F9294,2019-05-26,2019-06-09,13381
F9295,2019-05-14,2019-05-18,8073
F9296,2019-02-11,2019-03-01,5620
F9297,2019-05-13,2019-06-12,12739
F9298,2019-04-13,2019-05-03,5989
F9299,2019-05-09,2019-05-21,8891
F9300,2019-04-11,2019-04-27,4544
F9301,2019-05-24,2019-06-06,10262
F9302,2019-05-13,2019-05-21,9345
F9303,2019-02-15,2019-03-01,21730
F9304,2019-06-08,2019-06-15,6838
F9305,2019-02-12,2019-03-12,10943
F9306,2019-05-25,2019-06-18,3943
F9307,2019-06-04,2019-06-18,3573
F9308,2019-04-27,2019-05-15,3841
F9309,2019-04-23,2019-05-21,9646
F9310,2019-03-02,2019-03-18,4729
F9311,2019-02-22,2019-03-06,17261
F9312,2019-04-17,2019-05-01,13941
F9313,2019-05-16,2019-05-21,10844
F9314,2019-03-03,2019-03-24,14231
F9315,2019-05-22,2019-06-12,14714
F9316,2019-02-19,2019-03-21,6460
F9317,2019-04-20,2019-05-01,11467
F9318,2019-04-29,2019-05-03,3943
F9319,2019-04-07,2019-04-15,4775
F9320,2019-03-11,2019-04-06,3841
F9321,2019-03-13,2019-03-18,12284
F9322,2019-05-26,2019-06-09,4804
F9323,2019-05-29,2019-06-24,12819
F9324,2019-05-18,2019-06-03,14714
F9325,2019-05-10,2019-05-27,8040
F9326,2019-05-05,2019-05-15,16840
F9327,2019-05-05,2019-05-06,15554
F9328,2019-03-30,2019-04-15,5752
F9329,2019-04-26,2019-05-09,8452
F9330,2019-05-07,2019-05-27,11761
F9331,2019-06-01,2019-06-27,14848
F9332,2019-05-13,2019-06-03,10368
F9333,2019-05-16,2019-05-18,9863
F9334,2019-06-01,2019-06-27,10262
F9335,2019-06-01,2019-06-06,4668
F9336,2019-04-22,2019-05-15,9103
F9337,2019-06-07,2019-06-12,10262
F9338,2019-06-20,2019-06-27,4525
F9339,2019-04-25,2019-04-27,5228
F9340,2019-02-05,2019-03-06,19225
F9341,2019-04-14,2019-05-09,8040
F9342,2019-03-11,2019-03-21,7438
F9343,2019-02-04,2019-03-06,13135
F9344,2019-05-02,2019-05-09,6015
F9345,2019-04-21,2019-05-18,8283
F9346,2019-05-17,2019-06-09,3543
F9347,2019-03-16,2019-03-27,4148
F9348,2019-03-05,2019-03-15,7657
F9349,2019-04-21,2019-05-12,5276
F9350,2019-05-03,2019-05-15,14151
F9351,2019-06-05,2019-06-21,8040
F9352,2019-03-02,2019-03-09,8378
F9353,2019-05-26,2019-06-09,3543
F9354,2019-05-27,2019-06-12,4823
F9355,2019-04-29,2019-05-15,14388
F9356,2019-06-05,2019-06-09,3543
F9357,2019-04-30,2019-05-12,10844
F9358,2019-05-28,2019-06-09,10844
F9359,2019-05-21,2019-06-12,4957
F9360,2019-05-02,2019-05-15,6442
F9361,2019-05-01,2019-05-15,7480
F9362,2019-03-06,2019-04-01,5073
F9363,2019-04-30,2019-05-09,14781
F9364,2019-05-09,2019-06-03,9646
F9365,2019-03-07,2019-04-01,7851
F9366,2019-03-19,2019-03-24,2175
F9367,2019-04-19,2019-05-09,14424
F9368,2019-06-10,2019-06-12,13014
F9369,2019-04-01,2019-04-06,5177
F9370,2019-02-08,2019-03-03,15135
F9371,2019-06-04,2019-06-21,5228
F9372,2019-02-06,2019-03-01,22270
F9373,2019-05-24,2019-06-15,3543
F9374,2019-04-29,2019-05-18,15129
F9375,2019-05-22,2019-06-15,6093
F9376,2019-03-10,2019-03-18,11087
F9377,2019-06-23,2019-06-27,7408
F9378,2019-04-28,2019-05-24,6534
F9379,2019-05-16,2019-05-18,13029
F9380,2019-05-23,2019-06-18,8016
F9381,2019-03-11,2019-03-12,8528
F9382,2019-05-11,2019-06-06,12760
F9383,2019-05-26,2019-06-09,12199
F9384,2019-04-22,2019-05-21,14067
F9385,2019-05-21,2019-06-15,8016
F9386,2019-04-29,2019-05-03,5510
F9387,2019-03-12,2019-03-24,6241
F9388,2019-02-18,2019-03-03,16142
F9389,2019-05-29,2019-06-27,10919
F9390,2019-04-14,2019-04-21,4804
F9391,2019-05-06,2019-05-15,6979
F9392,2019-03-20,2019-04-18,6094
F9393,2019-03-27,2019-04-01,5176
F9394,2019-03-02,2019-03-06,15136
F9395,2019-03-12,2019-03-24,10031
F9396,2019-02-22,2019-03-21,12814
F9397,2019-03-29,2019-04-01,12681
F9398,2019-02-22,2019-03-21,12402
F9399,2019-03-05,2019-03-24,13759
F9400,2019-06-08,2019-06-18,3597
F9401,2019-04-21,2019-05-21,3383
F9402,2019-04-20,2019-05-09,4668
F9403,2019-03-12,2019-03-21,10929
F9404,2019-03-14,2019-04-01,9187
F9405,2019-05-29,2019-06-03,7530
F9406,2019-03-16,2019-03-24,8026
F9407,2019-03-21,2019-04-09,4319
F9408,2019-06-17,2019-06-24,13376
F9409,2019-04-24,2019-05-06,4174
F9410,2019-05-18,2019-05-27,4668
F9411,2019-03-05,2019-03-21,13062
F9412,2019-05-15,2019-05-27,12898
F9413,2019-05-17,2019-06-06,14714
F9414,2019-04-15,2019-05-09,10991
F9415,2019-04-23,2019-05-01,4030
F9416,2019-05-10,2019-05-21,13029
F9417,2019-03-08,2019-03-15,6800
F9418,2019-02-22,2019-03-09,11087
F9419,2019-05-01,2019-05-18,9794
F9420,2019-04-26,2019-05-06,14388
F9421,2019-02-25,2019-03-12,4148
F9422,2019-02-20,2019-03-03,17266
F9423,2019-03-25,2019-04-01,7893
F9424,2019-04-22,2019-05-09,7229
F9425,2019-05-18,2019-05-21,9930
F9426,2019-02-12,2019-03-03,18286
F9427,2019-06-04,2019-06-27,7229
F9428,2019-06-15,2019-06-24,6216
F9429,2019-05-07,2019-06-06,4282
F9430,2019-05-06,2019-05-27,5054
F9431,2019-05-29,2019-06-06,10262
F9432,2019-05-15,2019-06-06,11410
F9433,2019-05-02,2019-05-24,14571
F9434,2019-05-30,2019-06-24,4692
F9435,2019-05-16,2019-06-15,10919
F9436,2019-05-02,2019-05-06,10844
F9437,2019-05-12,2019-05-21,10844
F9438,2019-04-23,2019-05-09,6094
F9439,2019-05-26,2019-06-01,6741
F9440,2019-05-17,2019-06-01,8372
F9441,2019-04-27,2019-05-21,14067
F9442,2019-02-23,2019-03-03,10236
F9443,2019-05-17,2019-06-03,7480
F9444,2019-02-19,2019-03-09,8386
F9445,2019-05-13,2019-06-06,6795
F9446,2019-04-16,2019-05-15,4409
F9447,2019-05-07,2019-05-09,3597
F9448,2019-05-23,2019-06-15,6961
F9449,2019-05-14,2019-06-12,12692
F9450,2019-02-12,2019-03-12,4307
F9451,2019-04-24,2019-05-15,4030
F9452,2019-04-25,2019-05-18,15957
F9453,2019-03-20,2019-03-21,7832
F9454,2019-03-28,2019-04-01,12954
F9455,2019-06-20,2019-06-27,11150
F9456,2019-02-23,2019-03-12,4049
F9457,2019-02-28,2019-03-15,9134
F9458,2019-04-26,2019-05-01,4409
F9459,2019-04-22,2019-05-01,14781
F9460,2019-04-11,2019-04-24,5228
F9461,2019-05-10,2019-05-21,3597
F9462,2019-05-26,2019-06-12,6795
F9463,2019-06-06,2019-06-18,3807
F9464,2019-04-17,2019-05-01,14781
F9465,2019-04-26,2019-05-09,8372
F9466,2019-06-22,2019-06-24,5000
F9467,2019-03-18,2019-04-01,5403
F9468,2019-02-10,2019-03-03,11600
F9469,2019-05-08,2019-05-18,8476
F9470,2019-03-02,2019-03-15,6593
F9471,2019-02-10,2019-03-09,7648
F9472,2019-04-15,2019-05-01,9345
F9473,2019-05-24,2019-05-27,15129
F9474,2019-05-28,2019-06-27,7268
F9475,2019-06-05,2019-06-06,3210
F9476,2019-03-08,2019-03-24,7295
F9477,2019-06-08,2019-06-27,6442
F9478,2019-04-23,2019-05-06,3809
F9479,2019-02-01,2019-03-01,15119
F9480,2019-05-12,2019-06-09,9069
F9481,2019-04-06,2019-05-06,3943
F9482,2019-05-28,2019-06-09,12534
F9483,2019-05-19,2019-06-03,13714
F9484,2019-03-11,2019-03-21,9128
F9485,2019-05-15,2019-05-21,2227
F9486,2019-05-02,2019-05-18,10844
F9487,2019-04-29,2019-05-06,13941
F9488,2019-03-15,2019-03-21,7832
F9489,2019-05-20,2019-06-12,3419
F9490,2019-05-08,2019-05-21,14151
F9491,2019-03-21,2019-04-03,5073
F9492,2019-05-05,2019-05-12,9922
F9493,2019-03-08,2019-03-24,4752
F9494,2019-05-17,2019-05-27,10197
F9495,2019-05-19,2019-06-12,6961
F9496,2019-02-24,2019-03-03,17493
F9497,2019-06-05,2019-06-06,13587
F9498,2019-05-07,2019-06-06,10262
F9499,2019-05-16,2019-05-21,15107
F9500,2019-04-21,2019-05-15,8452
F9501,2019-05-24,2019-06-21,3100
F9502,2019-05-13,2019-05-24,4823
F9503,2019-04-20,2019-04-21,4483
F9504,2019-05-15,2019-05-18,13243
F9505,2019-06-12,2019-06-27,5684
F9506,2019-03-16,2019-04-03,3205
F9507,2019-06-14,2019-06-15,10262
F9508,2019-04-27,2019-05-21,4823
F9509,2019-04-14,2019-05-09,15554
F9510,2019-05-30,2019-06-27,3943
F9511,2019-02-11,2019-03-12,12080
F9512,2019-05-02,2019-05-27,3383
F9513,2019-03-09,2019-03-18,2437
F9514,2019-05-14,2019-06-01,1965
F9515,2019-03-05,2019-03-21,7832
F9516,2019-05-18,2019-06-09,6442
F9517,2019-05-09,2019-05-15,12723
F9518,2019-06-03,2019-06-12,8016
F9519,2019-06-12,2019-06-24,10199
F9520,2019-03-22,2019-03-24,10842
F9521,2019-06-03,2019-06-12,7005
F9522,2019-04-08,2019-05-03,4409
F9523,2019-03-09,2019-04-01,13364
F9524,2019-06-06,2019-06-27,13377
F9525,2019-06-07,2019-06-09,10262
F9526,2019-05-02,2019-05-18,10844
F9527,2019-04-28,2019-05-24,14571
F9528,2019-03-07,2019-03-09,19329
F9529,2019-03-14,2019-03-21,4943
F9530,2019-04-14,2019-05-09,15129
F9531,2019-04-25,2019-05-18,15129
F9532,2019-05-10,2019-06-06,10539
F9533,2019-03-08,2019-03-24,10031
F9534,2019-05-22,2019-05-24,9140
F9535,2019-04-04,2019-04-27,4409
F9536,2019-04-30,2019-05-15,3419
F9537,2019-04-30,2019-05-15,9646
F9538,2019-04-10,2019-05-09,13584
F9539,2019-04-25,2019-05-21,11806
F9540,2019-03-21,2019-04-01,4563
F9541,2019-03-19,2019-03-27,9412
F9542,2019-06-21,2019-06-27,12898
F9543,2019-04-12,2019-04-27,6216
F9544,2019-04-27,2019-05-21,12898
F9545,2019-05-12,2019-06-09,10262
F9546,2019-02-12,2019-03-01,12526
F9547,2019-02-23,2019-03-06,11522
F9548,2019-05-15,2019-06-12,5678
F9549,2019-03-05,2019-03-09,9918
F9550,2019-04-06,2019-05-01,14781
F9551,2019-03-06,2019-03-27,8026
F9552,2019-02-26,2019-03-24,7276
F9553,2019-03-12,2019-04-01,7064
F9554,2019-02-20,2019-03-21,13062
F9555,2019-02-28,2019-03-27,12537
F9556,2019-02-22,2019-03-15,21934
F9557,2019-06-19,2019-06-24,10262
F9558,2019-05-15,2019-06-03,4878
F9559,2019-05-28,2019-06-15,14714
F9560,2019-03-10,2019-03-15,9134
F9561,2019-03-03,2019-04-01,4823
F9562,2019-06-26,2019-06-27,6093
F9563,2019-05-09,2019-06-03,3597
F9564,2019-04-15,2019-05-09,13727
F9565,2019-03-26,2019-04-01,4174
F9566,2019-06-12,2019-06-27,10262
F9567,2019-05-14,2019-06-06,11789
F9568,2019-04-24,2019-05-01,8586
F9569,2019-02-04,2019-03-01,13081
F9570,2019-04-25,2019-05-01,9314
F9571,2019-06-10,2019-06-21,5678
F9572,2019-04-29,2019-05-27,11924
F9573,2019-05-23,2019-06-09,12692
F9574,2019-06-05,2019-06-24,6478
F9575,2019-04-22,2019-05-15,4226
F9576,2019-02-12,2019-03-09,11532
F9577,2019-02-08,2019-03-06,9340
F9578,2019-06-08,2019-06-12,10368
F9579,2019-05-31,2019-06-12,13626
F9580,2019-05-09,2019-05-24,9663
F9581,2019-02-17,2019-03-06,16389
F9582,2019-04-19,2019-05-18,10197
F9583,2019-05-23,2019-06-12,7594
F9584,2019-02-20,2019-03-12,13817
F9585,2019-03-22,2019-04-15,7229
