FlightID,AircraftModel,TailNumber
F7883,Airbus A320,VT-LBT
F7884,Airbus A321,VT-QKW
F7885,Boeing 777-300ER,VT-JXM
F7886,Boeing 787-8,VT-XYX
F7887,Airbus A320,VT-CPH
F7888,Boeing 777-300ER,VT-MIV
F7889,ATR 72-600,VT-MJC
F7890,Boeing 737-900,VT-DUQ
F7891,Boeing 737-900,VT-SDG
F7892,Airbus A320,VT-UJB
F7893,Bombardier Q400,VT-QLR
F7894,Boeing 787-8,VT-FYR
F7895,Boeing 737-800,VT-UNZ
F7896,Airbus A319,VT-AWB
F7897,Bombardier Q400,VT-OMR
F7898,Boeing 737-900,VT-FND
F7899,Boeing 737-900,VT-BLP
F7900,Boeing 787-8,VT-UDY
F7901,Airbus A319,VT-CBP
F7902,Boeing 777-300ER,VT-QFM
F7903,Bombardier Q400,VT-CJE
F7904,Airbus A320,VT-MNR
F7905,Bombardier Q400,VT-MEA
F7906,Boeing 787-8,VT-MID
F7907,ATR 72-600,VT-XXD
F7908,Boeing 737-800,VT-GFU
F7909,Boeing 787-8,VT-OIZ
F7910,Boeing 777-300ER,VT-XPK
F7911,Airbus A319,VT-HLV
F7912,Boeing 737-800,VT-KMD
F7913,Bombardier Q400,VT-GZP
F7914,ATR 72-600,VT-ROS
F7915,Boeing 787-8,VT-PJI
F7916,Boeing 737-900,VT-NTO
F7917,Airbus A319,VT-QXC
F7918,Boeing 737-800,VT-LGB
F7919,Airbus A320,VT-BSA
F7920,Boeing 737-900,VT-ONW
F7921,Boeing 737-900,VT-XYS
F7922,Bombardier Q400,VT-ZTY
F7923,Boeing 737-900,VT-WOQ
F7924,Airbus A321,VT-JCR
F7925,Airbus A319,VT-ZNC
F7926,Airbus A319,VT-JPB
F7927,Bombardier Q400,VT-SZZ
F7928,Boeing 737-800,VT-JLR
F7929,Airbus A321,VT-WFC
F7930,Boeing 737-900,VT-GMT
F7931,Boeing 787-8,VT-GVI
F7932,Airbus A320,VT-DJE
F7933,Boeing 737-800,VT-IGA
F7934,Boeing 787-8,VT-ZTK
F7935,Boeing 737-900,VT-KNM
F7936,Airbus A319,VT-XNR
F7937,Boeing 787-8,VT-OXR
F7938,Boeing 787-8,VT-AZF
F7939,Bombardier Q400,VT-NYD
F7940,Airbus A319,VT-KLT
F7941,Airbus A319,VT-GNL
F7942,Bombardier Q400,VT-RQV
F7943,Boeing 737-900,VT-RLX
F7944,Bombardier Q400,VT-SJC
F7945,Boeing 777-300ER,VT-ULS
F7946,Boeing 737-800,VT-ZWY
F7947,Airbus A319,VT-EUG
F7948,Boeing 787-8,VT-NVF
F7949,Bombardier Q400,VT-KRM
F7950,Boeing 787-8,VT-ZKO
F7951,Boeing 787-8,VT-LYW
F7952,Boeing 737-900,VT-HLS
F7953,Boeing 737-800,VT-VRH
F7954,Airbus A320,VT-PDX
F7955,Boeing 737-800,VT-QMH
F7956,Boeing 737-900,VT-ZLN
F7957,Boeing 787-8,VT-EEK
F7958,Airbus A321,VT-YIL
F7959,Boeing 737-800,VT-GJI
F7960,Boeing 777-300ER,VT-WGN
F7961,Bombardier Q400,VT-DRO
F7962,Airbus A320,VT-TDD
F7963,Boeing 777-300ER,VT-MKA
F7964,Airbus A319,VT-ICH
F7965,Airbus A320,VT-LPT
F7966,Boeing 777-300ER,VT-NGF
F7967,Airbus A320,VT-BHE
F7968,Boeing 787-8,VT-KQN
F7969,Boeing 787-8,VT-DRU
F7970,Boeing 787-8,VT-EWT
F7971,Airbus A320,VT-END
F7972,Boeing 737-800,VT-YRR
F7973,Boeing 737-900,VT-YHH
F7974,Boeing 737-800,VT-GFI
F7975,Airbus A320,VT-SXM
F7976,Bombardier Q400,VT-TWN
F7977,Boeing 777-300ER,VT-RTL
F7978,Boeing 777-300ER,VT-GIA
F7979,Boeing 777-300ER,VT-LRT
F7980,Airbus A321,VT-MET
F7981,Airbus A321,VT-VOG
F7982,Boeing 737-900,VT-GXZ
F7983,ATR 72-600,VT-VWJ
F7984,Boeing 737-800,VT-UHI
F7985,Bombardier Q400,VT-MTQ
F7986,Bombardier Q400,VT-BJZ
F7987,Boeing 777-300ER,VT-LBX
F7988,Airbus A321,VT-RLB
F7989,Boeing 777-300ER,VT-ABP
F7990,Boeing 737-900,VT-WPJ
F7991,Airbus A319,VT-RJF
F7992,Boeing 787-8,VT-HOG
F7993,Boeing 737-800,VT-XCW
F7994,Airbus A320,VT-RTI
F7995,Airbus A320,VT-KWO
F7996,Bombardier Q400,VT-OOJ
F7997,Bombardier Q400,VT-CTL
F7998,Airbus A321,VT-BZK
F7999,Airbus A320,VT-BPF
F8000,Boeing 787-8,VT-LVX
F8001,Airbus A320,VT-JNM
F8002,ATR 72-600,VT-JTF
F8003,Airbus A319,VT-KTG
F8004,Airbus A320,VT-EMK
F8005,ATR 72-600,VT-WDC
F8006,Boeing 787-8,VT-BLB
F8007,Airbus A319,VT-VBA
F8008,ATR 72-600,VT-DCF
F8009,Airbus A320,VT-PXG
F8010,Boeing 787-8,VT-EDF
F8011,Boeing 787-8,VT-IUU
F8012,Boeing 737-900,VT-YYT
F8013,ATR 72-600,VT-OUU
F8014,Boeing 737-800,VT-QQH
F8015,Boeing 787-8,VT-HAD
F8016,Airbus A319,VT-TQP
F8017,Boeing 737-900,VT-IJM
F8018,Airbus A321,VT-SBO
F8019,Airbus A319,VT-SMB
F8020,Airbus A320,VT-DCL
F8021,Airbus A319,VT-GNS
F8022,Boeing 737-900,VT-DWT
F8023,Airbus A321,VT-EWE
F8024,Airbus A321,VT-HUN
F8025,Boeing 737-900,VT-VQJ
F8026,Boeing 737-800,VT-OOZ
F8027,Airbus A320,VT-XZO
F8028,ATR 72-600,VT-ENG
F8029,Boeing 737-800,VT-KYG
F8030,Boeing 737-900,VT-FTH
F8031,Boeing 737-800,VT-XAP
F8032,Boeing 737-800,VT-HAQ
F8033,Boeing 737-800,VT-DHX
F8034,Airbus A320,VT-NTA
F8035,Boeing 737-900,VT-IUZ
F8036,Boeing 737-800,VT-DAW
F8037,Boeing 777-300ER,VT-VQN
F8038,Boeing 777-300ER,VT-VWJ
F8039,Boeing 737-800,VT-WLN
F8040,Boeing 777-300ER,VT-DNW
F8041,Boeing 787-8,VT-QWX
F8042,Boeing 737-800,VT-UAO
F8043,Airbus A320,VT-NWE
F8044,Airbus A321,VT-LFF
F8045,Airbus A320,VT-QQW
F8046,Boeing 737-800,VT-RQG
F8047,ATR 72-600,VT-XWR
F8048,Boeing 737-900,VT-HBX
F8049,Boeing 777-300ER,VT-RWN
F8050,Boeing 737-800,VT-ODG
F8051,Bombardier Q400,VT-YJQ
F8052,Bombardier Q400,VT-NTM
F8053,Airbus A320,VT-HCT
F8054,Boeing 737-900,VT-IXZ
F8055,Boeing 737-800,VT-KXM
F8056,Airbus A321,VT-LCH
F8057,Boeing 777-300ER,VT-AZC
F8058,Boeing 787-8,VT-ZFX
F8059,Airbus A320,VT-RVY
F8060,ATR 72-600,VT-EGE
F8061,Airbus A320,VT-XPY
F8062,Airbus A321,VT-IMB
F8063,Bombardier Q400,VT-KEM
F8064,Airbus A319,VT-CPX
F8065,Airbus A320,VT-TEE
F8066,ATR 72-600,VT-MBN
F8067,Boeing 737-800,VT-ZRC
F8068,ATR 72-600,VT-RQA
F8069,Airbus A321,VT-GLJ
F8070,Bombardier Q400,VT-JKA
F8071,Airbus A319,VT-QHV
F8072,Bombardier Q400,VT-XJN
F8073,Boeing 777-300ER,VT-ZKN
F8074,Airbus A321,VT-HBR
F8075,Bombardier Q400,VT-VZW
F8076,Airbus A320,VT-KRP
F8077,Airbus A320,VT-KVX
F8078,Boeing 787-8,VT-OOG
F8079,Bombardier Q400,VT-FNW
F8080,Airbus A321,VT-EEQ
F8081,Boeing 777-300ER,VT-GDF
F8082,Boeing 777-300ER,VT-MCR
F8083,Boeing 787-8,VT-BJU
F8084,Bombardier Q400,VT-ADE
F8085,ATR 72-600,VT-MYP
F8086,Bombardier Q400,VT-GDU
F8087,Airbus A320,VT-MTW
F8088,Boeing 737-800,VT-DWZ
F8089,Bombardier Q400,VT-SBW
F8090,Boeing 737-900,VT-CEB
F8091,Airbus A319,VT-ROQ
F8092,Airbus A320,VT-QEW
F8093,Airbus A321,VT-IWA
F8094,Boeing 787-8,VT-REH
F8095,Boeing 737-900,VT-WDU
F8096,Airbus A320,VT-WBM
F8097,Bombardier Q400,VT-FKO
F8098,Airbus A319,VT-DFB
F8099,Boeing 787-8,VT-NBO
F8100,Airbus A320,VT-NDR
F8101,Boeing 787-8,VT-NDJ
F8102,ATR 72-600,VT-SDE
F8103,Boeing 777-300ER,VT-EWG
F8104,Boeing 787-8,VT-JAD
F8105,Boeing 787-8,VT-LCS
F8106,Boeing 777-300ER,VT-DLZ
F8107,Airbus A319,VT-LLX
F8108,Boeing 737-900,VT-VQP
F8109,Airbus A321,VT-MVQ
F8110,Airbus A319,VT-VCB
F8111,Airbus A321,VT-MOS
F8112,Airbus A319,VT-WEB
F8113,Boeing 777-300ER,VT-VAH
F8114,Boeing 777-300ER,VT-SVR
F8115,Airbus A319,VT-NOG
F8116,Boeing 737-900,VT-XXQ
F8117,Boeing 737-800,VT-UUG
F8118,Airbus A321,VT-AGQ
F8119,ATR 72-600,VT-MIN
F8120,Boeing 787-8,VT-VVQ
F8121,Bombardier Q400,VT-VTM
F8122,Airbus A321,VT-VHA
F8123,Boeing 787-8,VT-FNN
F8124,ATR 72-600,VT-QKT
F8125,Bombardier Q400,VT-AUZ
F8126,Airbus A319,VT-CEF
F8127,Boeing 787-8,VT-DAR
F8128,Boeing 777-300ER,VT-PAR
F8129,Boeing 737-900,VT-MAG
F8130,Boeing 737-900,VT-BUO
F8131,Boeing 787-8,VT-UQE
F8132,Boeing 777-300ER,VT-GKG
F8133,Boeing 737-800,VT-HKO
F8134,Bombardier Q400,VT-GRN
F8135,Boeing 737-900,VT-BLU
F8136,Bombardier Q400,VT-CBN
F8137,Boeing 787-8,VT-LKB
F8138,Boeing 737-800,VT-TWO
F8139,Bombardier Q400,VT-ERS
F8140,Boeing 787-8,VT-EVQ
F8141,Airbus A321,VT-XNL
F8142,Boeing 737-800,VT-OAE
F8143,Boeing 737-900,VT-GSB
F8144,Boeing 737-800,VT-VYW
F8145,Airbus A320,VT-IMD
F8146,Bombardier Q400,VT-CHQ
F8147,Boeing 737-800,VT-EZX
F8148,Boeing 787-8,VT-VFK
F8149,Boeing 787-8,VT-CAX
F8150,ATR 72-600,VT-XAU
F8151,Boeing 787-8,VT-QVE
F8152,ATR 72-600,VT-WNG
F8153,Airbus A321,VT-CBM
F8154,Airbus A320,VT-CHE
F8155,Airbus A321,VT-DFJ
F8156,Airbus A320,VT-RSO
F8157,Airbus A321,VT-FBV
F8158,Boeing 787-8,VT-JND
F8159,Boeing 737-800,VT-PSD
F8160,Airbus A319,VT-YKG
F8161,Boeing 777-300ER,VT-INQ
F8162,Bombardier Q400,VT-ZOF
F8163,Boeing 737-900,VT-TTC
F8164,Airbus A319,VT-FHH
F8165,Airbus A321,VT-HFM
F8166,Airbus A321,VT-HCA
F8167,Boeing 787-8,VT-VKN
F8168,Bombardier Q400,VT-MQQ
F8169,Boeing 777-300ER,VT-FWN
F8170,Bombardier Q400,VT-JAY
F8171,Boeing 737-900,VT-IGQ
F8172,Boeing 787-8,VT-QMT
F8173,Boeing 737-900,VT-ZEB
F8174,Airbus A320,VT-EOZ
F8175,Airbus A320,VT-EDL
F8176,Airbus A321,VT-NBB
F8177,Airbus A319,VT-JZM
F8178,Boeing 787-8,VT-HIK
F8179,Boeing 787-8,VT-ZZM
F8180,Boeing 787-8,VT-FWR
F8181,Airbus A320,VT-YXL
F8182,Bombardier Q400,VT-TTB
F8183,Boeing 737-900,VT-JGP
F8184,Boeing 777-300ER,VT-HXU
F8185,Bombardier Q400,VT-VMZ
F8186,ATR 72-600,VT-LRL
F8187,ATR 72-600,VT-OUL
F8188,Airbus A321,VT-OSN
F8189,Airbus A321,VT-WCP
F8190,Boeing 737-800,VT-RXB
F8191,Airbus A320,VT-KLA
F8192,Airbus A320,VT-SKO
F8193,Boeing 777-300ER,VT-UGA
F8194,Airbus A319,VT-YPN
F8195,Boeing 777-300ER,VT-LKU
F8196,Boeing 737-900,VT-SFR
F8197,Boeing 737-900,VT-VNV
F8198,Airbus A321,VT-YVY
F8199,Boeing 777-300ER,VT-SCJ
F8200,Airbus A319,VT-YIB
F8201,Boeing 737-800,VT-DLV
F8202,Airbus A321,VT-IBV
F8203,ATR 72-600,VT-EXK
F8204,Boeing 737-900,VT-IRY
F8205,Airbus A320,VT-IWW
F8206,Airbus A320,VT-FWV
F8207,Boeing 787-8,VT-TNX
F8208,Airbus A320,VT-ANZ
F8209,Boeing 737-800,VT-QQH
F8210,Bombardier Q400,VT-VLO
F8211,Boeing 737-900,VT-CRG
F8212,Airbus A319,VT-EBL
F8213,ATR 72-600,VT-QVE
F8214,Boeing 777-300ER,VT-SVJ
F8215,Boeing 737-900,VT-GBQ
F8216,Boeing 787-8,VT-DMR
F8217,Boeing 787-8,VT-EOO
F8218,Airbus A321,VT-BAV
F8219,Airbus A319,VT-AWA
F8220,Airbus A321,VT-JXU
F8221,Boeing 777-300ER,VT-WFH
F8222,Airbus A319,VT-DEG
F8223,Airbus A320,VT-JTR
F8224,Boeing 737-800,VT-TPR
F8225,Airbus A320,VT-HHO
F8226,Boeing 737-900,VT-AOD
F8227,Airbus A320,VT-BZP
F8228,Bombardier Q400,VT-OVC
F8229,Airbus A319,VT-VOK
F8230,Bombardier Q400,VT-LIP
F8231,Airbus A319,VT-CQI
F8232,Boeing 787-8,VT-WKA
F8233,Boeing 737-800,VT-CJS
F8234,Boeing 777-300ER,VT-OTC
F8235,Boeing 737-800,VT-IVW
F8236,Boeing 737-900,VT-DCE
F8237,Boeing 737-900,VT-OEP
F8238,Boeing 777-300ER,VT-MSF
F8239,Boeing 777-300ER,VT-STT
F8240,Boeing 737-800,VT-MYT
F8241,Airbus A321,VT-KRZ
F8242,Airbus A319,VT-GFX
F8243,Bombardier Q400,VT-GQP
F8244,Airbus A321,VT-HAZ
F8245,Boeing 787-8,VT-ETZ
F8246,Airbus A320,VT-NJR
F8247,ATR 72-600,VT-ZDL
F8248,Boeing 777-300ER,VT-OJK
F8249,ATR 72-600,VT-BFI
F8250,Airbus A321,VT-XTG
F8251,Bombardier Q400,VT-OFH
F8252,ATR 72-600,VT-OCK
F8253,Bombardier Q400,VT-JMD
F8254,ATR 72-600,VT-LQC
F8255,Boeing 787-8,VT-ADB
F8256,Airbus A320,VT-VWQ
F8257,Airbus A319,VT-YEW
F8258,Airbus A319,VT-YHN
F8259,Airbus A319,VT-HGG
F8260,Airbus A321,VT-PQR
F8261,Boeing 787-8,VT-ELC
F8262,Bombardier Q400,VT-WSG
F8263,Boeing 737-800,VT-HRT
F8264,ATR 72-600,VT-OSN
F8265,ATR 72-600,VT-YBX
F8266,Airbus A320,VT-NEP
F8267,Boeing 737-800,VT-LGI
F8268,Boeing 787-8,VT-GKD
F8269,Airbus A319,VT-SSM
F8270,Airbus A319,VT-PWL
F8271,Boeing 777-300ER,VT-IHD
F8272,Airbus A319,VT-PJW
F8273,Boeing 787-8,VT-ZJF
F8274,Airbus A320,VT-AZL
F8275,Boeing 737-800,VT-SFN
F8276,Airbus A319,VT-NXJ
F8277,Boeing 737-900,VT-BOD
F8278,Airbus A319,VT-HUX
F8279,Bombardier Q400,VT-HKN
F8280,ATR 72-600,VT-HGU
F8281,Bombardier Q400,VT-NED
F8282,Airbus A320,VT-CJC
F8283,Bombardier Q400,VT-IMQ
F8284,Airbus A320,VT-CFT
F8285,Airbus A321,VT-WZZ
F8286,Boeing 737-800,VT-VQK
F8287,ATR 72-600,VT-NEE
F8288,Airbus A319,VT-INR
F8289,Boeing 737-800,VT-VXS
F8290,Bombardier Q400,VT-XFJ
F8291,Boeing 737-900,VT-ESY
F8292,Boeing 737-800,VT-IUM
F8293,Boeing 737-800,VT-YTO
F8294,Boeing 737-900,VT-BLC
F8295,ATR 72-600,VT-UPK
F8296,Boeing 787-8,VT-UTU
F8297,ATR 72-600,VT-IXC
F8298,Airbus A319,VT-BXG
F8299,ATR 72-600,VT-VAC
F8300,Airbus A320,VT-PUH
F8301,Boeing 737-900,VT-THG
F8302,Boeing 737-800,VT-YYD
F8303,Boeing 787-8,VT-KJT
F8304,Boeing 787-8,VT-ZOK
F8305,ATR 72-600,VT-JVO
F8306,Airbus A319,VT-LOK
F8307,Boeing 787-8,VT-PLF
F8308,Boeing 777-300ER,VT-TFP
F8309,Boeing 737-800,VT-MYR
F8310,Boeing 777-300ER,VT-TST
F8311,Boeing 777-300ER,VT-SIW
F8312,Boeing 787-8,VT-XYN
F8313,ATR 72-600,VT-NAB
F8314,Airbus A319,VT-ZSY
F8315,Boeing 787-8,VT-WXC
F8316,Airbus A321,VT-TJQ
F8317,Boeing 777-300ER,VT-DKJ
F8318,Boeing 787-8,VT-WVT
F8319,Airbus A320,VT-VRZ
F8320,Airbus A321,VT-KZT
F8321,Boeing 737-900,VT-ZZF
F8322,Boeing 777-300ER,VT-PGE
F8323,Boeing 737-900,VT-ZUE
F8324,Boeing 787-8,VT-QLA
F8325,Bombardier Q400,VT-WPQ
F8326,Airbus A319,VT-CEM
F8327,Bombardier Q400,VT-JLC
F8328,Boeing 737-800,VT-FWE
F8329,ATR 72-600,VT-PBZ
F8330,Airbus A321,VT-ONV
F8331,Airbus A319,VT-BLB
F8332,Boeing 737-900,VT-VNN
F8333,Airbus A319,VT-LUW
F8334,Boeing 787-8,VT-NKD
F8335,Bombardier Q400,VT-JLU
F8336,Boeing 777-300ER,VT-JNG
F8337,Boeing 787-8,VT-JJN
F8338,Bombardier Q400,VT-NBV
F8339,Boeing 787-8,VT-AJN
F8340,Airbus A321,VT-RKF
F8341,Airbus A321,VT-YTL
F8342,Boeing 777-300ER,VT-MYX
F8343,Bombardier Q400,VT-JYI
F8344,Bombardier Q400,VT-FRA
F8345,Airbus A321,VT-QAM
F8346,ATR 72-600,VT-NEZ
F8347,Boeing 737-800,VT-MPN
F8348,ATR 72-600,VT-RLP
F8349,Boeing 737-800,VT-LIZ
F8350,Boeing 737-900,VT-DFX
F8351,Airbus A320,VT-SVQ
F8352,Airbus A320,VT-UUP
F8353,Boeing 737-800,VT-YEA
F8354,Airbus A319,VT-VQX
F8355,Airbus A320,VT-IVM
F8356,Boeing 737-900,VT-LVO
F8357,Boeing 777-300ER,VT-LWV
F8358,ATR 72-600,VT-BID
F8359,Boeing 737-800,VT-TOW
F8360,Airbus A321,VT-IGN
F8361,Boeing 737-900,VT-YIN
F8362,Boeing 787-8,VT-IYF
F8363,Boeing 737-900,VT-ADS
F8364,Boeing 737-900,VT-ZMV
F8365,ATR 72-600,VT-BNH
F8366,Boeing 787-8,VT-OLR
F8367,Airbus A319,VT-KFK
F8368,Boeing 777-300ER,VT-DIV
F8369,ATR 72-600,VT-BCQ
F8370,Airbus A320,VT-NFM
F8371,Airbus A321,VT-PVB
F8372,Boeing 777-300ER,VT-IYK
F8373,Boeing 777-300ER,VT-MNP
F8374,Boeing 737-800,VT-MZT
F8375,Boeing 777-300ER,VT-URQ
F8376,Airbus A321,VT-MVR
F8377,Airbus A321,VT-HLW
F8378,Boeing 737-800,VT-LYE
F8379,ATR 72-600,VT-TUO
F8380,Airbus A319,VT-NHE
F8381,Airbus A319,VT-XDZ
F8382,Boeing 737-900,VT-NZQ
F8383,Airbus A319,VT-POO
F8384,Airbus A321,VT-FHL
F8385,Airbus A320,VT-DIT
F8386,Boeing 737-900,VT-PGY
F8387,Boeing 777-300ER,VT-ENA
F8388,Airbus A320,VT-UYS
F8389,Boeing 787-8,VT-TIB
F8390,Bombardier Q400,VT-SXW
F8391,ATR 72-600,VT-PQO
F8392,Boeing 737-800,VT-PBP
F8393,Boeing 787-8,VT-AUV
F8394,Boeing 777-300ER,VT-GCC
F8395,Boeing 787-8,VT-LRH
F8396,Boeing 787-8,VT-MMA
F8397,Boeing 787-8,VT-EXO
F8398,Bombardier Q400,VT-HEM
F8399,Airbus A321,VT-XRG
F8400,Boeing 737-800,VT-ASQ
F8401,Boeing 737-900,VT-MAV
F8402,Airbus A320,VT-AFO
F8403,Airbus A321,VT-JBD
F8404,Airbus A321,VT-ADO
F8405,ATR 72-600,VT-BFO
F8406,Airbus A321,VT-YZD
F8407,Bombardier Q400,VT-TCH
F8408,Boeing 737-800,VT-LDC
F8409,Bombardier Q400,VT-ICZ
F8410,ATR 72-600,VT-DPG
F8411,Boeing 787-8,VT-NHL
F8412,Airbus A320,VT-GGE
F8413,Boeing 737-800,VT-RJE
F8414,Bombardier Q400,VT-TAC
F8415,Bombardier Q400,VT-YAK
F8416,Boeing 777-300ER,VT-VJF
F8417,Airbus A319,VT-AAB
F8418,Bombardier Q400,VT-NWM
F8419,Airbus A320,VT-MAN
F8420,Boeing 737-800,VT-ZDC
F8421,Boeing 737-800,VT-ZZO
F8422,Bombardier Q400,VT-BLM
F8423,Boeing 787-8,VT-ZDF
F8424,Boeing 737-900,VT-SDV
F8425,Bombardier Q400,VT-YGD
F8426,Boeing 737-800,VT-XFF
F8427,Boeing 737-800,VT-CCU
F8428,Boeing 737-900,VT-TWW
F8429,ATR 72-600,VT-LMF
F8430,Bombardier Q400,VT-OFP
F8431,Airbus A321,VT-FSM
F8432,Airbus A319,VT-QNS
F8433,Boeing 777-300ER,VT-NTB
F8434,ATR 72-600,VT-IYT
F8435,Boeing 737-800,VT-DLV
F8436,Bombardier Q400,VT-UXL
F8437,ATR 72-600,VT-CZD
F8438,Airbus A320,VT-KXJ
F8439,Airbus A319,VT-MCC
F8440,Airbus A321,VT-EJU
F8441,ATR 72-600,VT-QOG
F8442,ATR 72-600,VT-VXY
F8443,Airbus A320,VT-GXL
F8444,Airbus A321,VT-WTH
F8445,Boeing 777-300ER,VT-IMJ
F8446,Boeing 737-900,VT-LFQ
F8447,Boeing 737-900,VT-FUY
F8448,Bombardier Q400,VT-HXM
F8449,Boeing 777-300ER,VT-WFG
F8450,ATR 72-600,VT-TLN
F8451,Airbus A321,VT-YFY
F8452,Boeing 737-800,VT-FTI
F8453,Boeing 737-900,VT-OLK
F8454,Boeing 737-800,VT-WXK
F8455,Boeing 737-900,VT-VTF
F8456,ATR 72-600,VT-SVV
F8457,Airbus A319,VT-CGB
F8458,Airbus A319,VT-VVN
F8459,ATR 72-600,VT-WGO
F8460,Airbus A320,VT-SNS
F8461,Bombardier Q400,VT-FDF
F8462,Boeing 787-8,VT-SKQ
F8463,ATR 72-600,VT-HRP
F8464,Airbus A319,VT-CEN
F8465,ATR 72-600,VT-SKQ
F8466,Boeing 737-800,VT-KBE
F8467,Bombardier Q400,VT-EZB
F8468,Boeing 777-300ER,VT-SZD
F8469,Boeing 777-300ER,VT-NYR
F8470,Airbus A321,VT-KGI
F8471,Airbus A319,VT-TTZ
F8472,Boeing 787-8,VT-NHQ
F8473,Boeing 737-800,VT-BRU
F8474,Boeing 777-300ER,VT-HDN
F8475,Boeing 777-300ER,VT-XHG
F8476,Boeing 737-800,VT-BKG
F8477,Boeing 777-300ER,VT-QCJ
F8478,Boeing 737-900,VT-SZE
F8479,Boeing 737-900,VT-SKQ
F8480,Bombardier Q400,VT-OKW
F8481,Airbus A319,VT-LPM
F8482,Boeing 777-300ER,VT-WYV
F8483,Airbus A319,VT-HWF
F8484,Bombardier Q400,VT-OTX
F8485,Airbus A319,VT-GSF
F8486,Boeing 737-800,VT-KPC
F8487,Boeing 737-900,VT-GPP
F8488,Airbus A321,VT-ELW
F8489,Airbus A321,VT-CFA
F8490,ATR 72-600,VT-PPT
F8491,Boeing 737-900,VT-GNX
F8492,Airbus A319,VT-GGL
F8493,Boeing 787-8,VT-UPG
F8494,Boeing 737-800,VT-MAT
F8495,Boeing 787-8,VT-ESQ
F8496,Boeing 787-8,VT-PPH
F8497,Boeing 737-800,VT-KJS
F8498,Boeing 777-300ER,VT-KAE
F8499,Boeing 737-900,VT-BOT
F8500,Boeing 777-300ER,VT-MWC
F8501,Boeing 737-900,VT-RGR
F8502,Airbus A319,VT-FMD
F8503,ATR 72-600,VT-ARR
F8504,Boeing 777-300ER,VT-PQL
F8505,Boeing 777-300ER,VT-TTA
F8506,Boeing 787-8,VT-YNI
F8507,Boeing 737-800,VT-OKK
F8508,Bombardier Q400,VT-JVV
F8509,ATR 72-600,VT-QSY
F8510,ATR 72-600,VT-WIZ
F8511,Boeing 787-8,VT-AMD
F8512,Boeing 777-300ER,VT-GXO
F8513,Boeing 737-900,VT-XAJ
F8514,Airbus A320,VT-BNK
F8515,Boeing 777-300ER,VT-TPC
F8516,Boeing 737-800,VT-GMT
F8517,Boeing 777-300ER,VT-DGG
F8518,Boeing 737-800,VT-LXV
F8519,Boeing 737-900,VT-YXN
F8520,Boeing 737-900,VT-WRR
F8521,Boeing 737-900,VT-NUO
F8522,Airbus A320,VT-RNM
F8523,Boeing 787-8,VT-KZB
F8524,Boeing 737-900,VT-QTA
F8525,Boeing 737-800,VT-VYE
F8526,Boeing 787-8,VT-MVJ
F8527,Boeing 787-8,VT-ATG
F8528,Boeing 737-900,VT-SGR
F8529,Airbus A321,VT-BBI
F8530,Airbus A321,VT-KTW
F8531,Boeing 787-8,VT-OFC
F8532,Boeing 737-800,VT-MQG
F8533,ATR 72-600,VT-IXV
F8534,Airbus A319,VT-QDF
F8535,ATR 72-600,VT-CNR
F8536,Bombardier Q400,VT-NQM
F8537,Boeing 737-900,VT-SWP
F8538,Bombardier Q400,VT-VTD
F8539,ATR 72-600,VT-RCA
F8540,Boeing 737-900,VT-XKY
F8541,ATR 72-600,VT-KSE
F8542,Bombardier Q400,VT-LEV
F8543,Airbus A320,VT-ACW
F8544,Airbus A320,VT-YVA
F8545,Airbus A321,VT-BDI
F8546,Airbus A321,VT-SUV
F8547,Airbus A321,VT-WIM
F8548,Boeing 737-900,VT-NAW
F8549,Airbus A319,VT-GGI
F8550,Airbus A321,VT-DHS
F8551,Airbus A320,VT-XCD
F8552,Airbus A321,VT-UIE
F8553,Airbus A320,VT-DTK
F8554,Boeing 737-800,VT-YWJ
F8555,Airbus A320,VT-SHJ
F8556,ATR 72-600,VT-YNN
F8557,Airbus A319,VT-NEL
F8558,Airbus A319,VT-ASI
F8559,Bombardier Q400,VT-DNH
F8560,Boeing 737-900,VT-RJU
F8561,Airbus A321,VT-HIT
F8562,Boeing 737-800,VT-JOK
F8563,Airbus A319,VT-SMT
F8564,Airbus A321,VT-DYZ
F8565,Airbus A321,VT-HKP
F8566,Boeing 737-900,VT-YIZ
F8567,Boeing 787-8,VT-VTW
F8568,Boeing 737-800,VT-EDK
F8569,Boeing 737-800,VT-ZJT
F8570,Bombardier Q400,VT-TDD
F8571,Airbus A319,VT-RPN
F8572,Airbus A321,VT-CCE
F8573,Boeing 787-8,VT-MWL
F8574,Boeing 737-900,VT-AVI
F8575,Airbus A321,VT-FHG
F8576,ATR 72-600,VT-DCM
F8577,Airbus A319,VT-YSD
F8578,Airbus A320,VT-HRI
F8579,Airbus A320,VT-HTT
F8580,Boeing 737-800,VT-AUD
F8581,Bombardier Q400,VT-PZU
F8582,ATR 72-600,VT-ZNF
F8583,Airbus A319,VT-RRD
F8584,ATR 72-600,VT-IUC
F8585,Bombardier Q400,VT-GGG
F8586,Boeing 737-900,VT-ZCQ
F8587,Airbus A319,VT-VLS
F8588,Boeing 787-8,VT-DIR
F8589,Boeing 777-300ER,VT-HLA
F8590,ATR 72-600,VT-MXT
F8591,Airbus A320,VT-JRW
F8592,Boeing 737-800,VT-WDZ
F8593,Airbus A320,VT-PWZ
F8594,Airbus A319,VT-JZI
F8595,Airbus A321,VT-GUE
